1,208864.56838738677,98308.74407353842
2,150773084297868.88,3072510981.8463135
3,1.4777062279407855e+23,96191966118026.45
4,1.4483695362080413e+32,3.0115109574021366e+18
5,1.4196153095881018e+41,9.428228382449451e+22
6,1.3914319356394906e+50,2.9517239581410884e+27
7,1.3638080812747123e+59,9.241051416703753e+31
8,1.3367326384494585e+68,2.893123899700399e+36
9,1.3101947196455446e+77,9.057590442455577e+40
10,1.284183653492779e+86,2.8356872179500614e+45
11,1.2586889804778104e+95,8.877771686776948e+49
12,1.233700448738175e+104,2.779390816576527e+54
13,1.209208009939836e+113,8.701522841340919e+58
14,1.1852018152365717e+122,2.7242120577933124e+63
15,1.1616722113095792e+131,8.528773033345087e+67
16,1.1386097364857013e+140,2.670128753237946e+72
17,1.11600511693272e+149,8.35945279701237e+76
18,1.093849262930183e+158,2.617119155049622e+81
19,1.0721332652142648e+167,8.193494045657583e+85
20,1.0508483913951934e+176,2.5651619471240074e+90
21,1.0299860824458009e+185,8.030830044308569e+94
22,1.0095379492597858e+194,2.5142362365416515e+99
23,9.894957692783038e+202,7.871395382870886e+103
24,9.698514831835295e+211,2.464321545166572e+108
25,9.505971916578623e+220,7.715125949825225e+112
26,9.317251522074705e+229,2.4153978014116328e+117
27,9.13227776048894e+238,7.5619589064470355e+121
28,8.950976250574618e+247,2.3674453321673973e+126
29,8.773274087762882e+256,7.411832661537956e+130
30,8.5990998148465e+265,2.320444854891224e+135
31,8.428383393245655e+274,7.264686846658889e+139
32,8.261056174844182e+283,2.2743774698534114e+144
33,8.097050874384936e+292,7.120462291854782e+148
34,7.936301542413189e+301,2.2292246525372784e+153
35,inf,inf
